商品番号,商品名,宅配サイズ,内寸,外形三辺合計,厚み,形式,パレット配置,価格,URL
MAS120-075,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（620×210×160mm）5mm A/F 白C5×C5,宅配120サイズ,620×210×160mm,120cm,5mm A/F,C5×C5,1段8箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-075
MAS120-076,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（624×214×168mm）3mm B/F 白C5×C5,宅配120サイズ,624×214×168mm,120cm,3mm B/F,C5×C5,1段8箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS120-076
MA120-191,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（620×210×160mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,620×210×160mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-191
MA120-192,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×10段］（614×204×148mm）8mm W/F C5×C5,宅配120サイズ,614×204×148mm,120cm,8mm W/F,C5×C5,1段8箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA120-192
MA140-255,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（614×454×288mm）3mm B/F C5×C5,宅配140サイズ,614×454×288mm,140cm,3mm B/F,C5×C5,1段4箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-255
MA140-256,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（610×450×280mm）5mm A/F K5×K5,宅配140サイズ,610×450×280mm,140cm,5mm A/F,K5×K5,1段4箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-256
MAS140-112,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（610×450×280mm）5mm A/F 白C5×C5,宅配140サイズ,610×450×280mm,140cm,5mm A/F,C5×C5,1段4箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-112
MAS140-113,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（614×454×288mm）3mm B/F 白C5×C5,宅配140サイズ,614×454×288mm,140cm,3mm B/F,C5×C5,1段4箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-113
MA140-257,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（610×450×280mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×450×280mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-257
MA140-258,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×6段］（604×444×268mm）8mm W/F C5×C5,宅配140サイズ,604×444×268mm,140cm,8mm W/F,C5×C5,1段4箱×6段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-258
MA140-259,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（614×454×238mm）3mm B/F C5×C5,宅配140サイズ,614×454×238mm,140cm,3mm B/F,C5×C5,1段4箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-259
MA140-260,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（610×450×230mm）5mm A/F K5×K5,宅配140サイズ,610×450×230mm,140cm,5mm A/F,K5×K5,1段4箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-260
MAS140-114,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（610×450×230mm）5mm A/F 白C5×C5,宅配140サイズ,610×450×230mm,140cm,5mm A/F,C5×C5,1段4箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-114
MAS140-115,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（614×454×238mm）3mm B/F 白C5×C5,宅配140サイズ,614×454×238mm,140cm,3mm B/F,C5×C5,1段4箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-115
MA140-261,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（610×450×230mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×450×230mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-261
MA140-262,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×7段］（604×444×218mm）8mm W/F C5×C5,宅配140サイズ,604×444×218mm,140cm,8mm W/F,C5×C5,1段4箱×7段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-262
MA140-263,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（614×454×208mm）3mm B/F C5×C5,宅配140サイズ,614×454×208mm,140cm,3mm B/F,C5×C5,1段4箱×8段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-263
MA140-264,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（610×450×200mm）5mm A/F K5×K5,宅配140サイズ,610×450×200mm,140cm,5mm A/F,K5×K5,1段4箱×8段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-264
MAS140-116,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（610×450×200mm）5mm A/F 白C5×C5,宅配140サイズ,610×450×200mm,140cm,5mm A/F,C5×C5,1段4箱×8段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-116
MAS140-117,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（614×454×208mm）3mm B/F 白C5×C5,宅配140サイズ,614×454×208mm,140cm,3mm B/F,C5×C5,1段4箱×8段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-117
MA140-265,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（610×450×200mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×450×200mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×8段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-265
MA140-266,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×8段］（604×444×188mm）8mm W/F C5×C5,宅配140サイズ,604×444×188mm,140cm,8mm W/F,C5×C5,1段4箱×8段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-266
MA140-267,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（614×454×188mm）3mm B/F C5×C5,宅配140サイズ,614×454×188mm,140cm,3mm B/F,C5×C5,1段4箱×9段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-267
MA140-268,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（610×450×180mm）5mm A/F K5×K5,宅配140サイズ,610×450×180mm,140cm,5mm A/F,K5×K5,1段4箱×9段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-268
MAS140-118,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（610×450×180mm）5mm A/F 白C5×C5,宅配140サイズ,610×450×180mm,140cm,5mm A/F,C5×C5,1段4箱×9段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-118
MAS140-119,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（614×454×188mm）3mm B/F 白C5×C5,宅配140サイズ,614×454×188mm,140cm,3mm B/F,C5×C5,1段4箱×9段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-119
MA140-269,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（610×450×180mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×450×180mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×9段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-269
MA140-270,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×9段］（604×444×168mm）8mm W/F C5×C5,宅配140サイズ,604×444×168mm,140cm,8mm W/F,C5×C5,1段4箱×9段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-270
MA140-271,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（614×454×168mm）3mm B/F C5×C5,宅配140サイズ,614×454×168mm,140cm,3mm B/F,C5×C5,1段4箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-271
MA140-272,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（610×450×160mm）5mm A/F K5×K5,宅配140サイズ,610×450×160mm,140cm,5mm A/F,K5×K5,1段4箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-272
MAS140-120,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（610×450×160mm）5mm A/F 白C5×C5,宅配140サイズ,610×450×160mm,140cm,5mm A/F,C5×C5,1段4箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MAS140-120
MA140-273,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（610×450×160mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×450×160mm,140cm,5mm A/F,K6×強化芯180g×K6,1段4箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-273
MA140-274,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段4箱×10段］（604×444×148mm）8mm W/F C5×C5,宅配140サイズ,604×444×148mm,140cm,8mm W/F,C5×C5,1段4箱×10段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-274
MA140-275,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（614×224×438mm）3mm B/F C5×C5,宅配140サイズ,614×224×438mm,140cm,3mm B/F,C5×C5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-275
MA140-276,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（610×220×430mm）5mm A/F K5×K5,宅配140サイズ,610×220×430mm,140cm,5mm A/F,K5×K5,1段8箱×4段,"6 円",https://www.notosiki.co.jp/item/detail?num=MA140-276
MAS140-122,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（610×220×430mm）5mm A/F 白C5×C5,宅配140サイズ,610×220×430mm,140cm,5mm A/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS140-122
MAS140-123,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（614×224×438mm）3mm B/F 白C5×C5,宅配140サイズ,614×224×438mm,140cm,3mm B/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS140-123
MA140-277,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（610×220×430mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×220×430mm,140cm,5mm A/F,K6×強化芯180g×K6,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-277
MA140-278,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×4段］（604×214×418mm）8mm W/F C5×C5,宅配140サイズ,604×214×418mm,140cm,8mm W/F,C5×C5,1段8箱×4段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-278
MA140-279,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（614×224×348mm）3mm B/F C5×C5,宅配140サイズ,614×224×348mm,140cm,3mm B/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-279
MA140-280,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（610×220×340mm）5mm A/F K5×K5,宅配140サイズ,610×220×340mm,140cm,5mm A/F,K5×K5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-280
MAS140-124,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（610×220×340mm）5mm A/F 白C5×C5,宅配140サイズ,610×220×340mm,140cm,5mm A/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS140-124
MAS140-125,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（614×224×348mm）3mm B/F 白C5×C5,宅配140サイズ,614×224×348mm,140cm,3mm B/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS140-125
MA140-281,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（610×220×340mm）5mm A/F K6×強化芯180g×K6,宅配140サイズ,610×220×340mm,140cm,5mm A/F,K6×強化芯180g×K6,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-281
MA140-282,【宅配140サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×5段］（604×214×328mm）8mm W/F C5×C5,宅配140サイズ,604×214×328mm,140cm,8mm W/F,C5×C5,1段8箱×5段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA140-282
MA120-193,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（614×224×288mm）3mm B/F C5×C5,宅配120サイズ,614×224×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-193
MA120-194,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（610×220×280mm）5mm A/F K5×K5,宅配120サイズ,610×220×280mm,120cm,5mm A/F,K5×K5,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-194
MAS120-077,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（610×220×280mm）5mm A/F 白C5×C5,宅配120サイズ,610×220×280mm,120cm,5mm A/F,C5×C5,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-077
MAS120-078,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（614×224×288mm）3mm B/F 白C5×C5,宅配120サイズ,614×224×288mm,120cm,3mm B/F,C5×C5,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-078
MA120-195,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（610×220×280mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,610×220×280mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-195
MA120-196,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×6段］（604×214×268mm）8mm W/F C5×C5,宅配120サイズ,604×214×268mm,120cm,8mm W/F,C5×C5,1段8箱×6段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-196
MA120-197,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（614×224×238mm）3mm B/F C5×C5,宅配120サイズ,614×224×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-197
MA120-198,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（610×220×230mm）5mm A/F K5×K5,宅配120サイズ,610×220×230mm,120cm,5mm A/F,K5×K5,1段8箱×7段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-198
MAS120-079,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（610×220×230mm）5mm A/F 白C5×C5,宅配120サイズ,610×220×230mm,120cm,5mm A/F,C5×C5,1段8箱×7段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-079
MAS120-080,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（614×224×238mm）3mm B/F 白C5×C5,宅配120サイズ,614×224×238mm,120cm,3mm B/F,C5×C5,1段8箱×7段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-080
MA120-199,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（610×220×230mm）5mm A/F K6×強化芯180g×K6,宅配120サイズ,610×220×230mm,120cm,5mm A/F,K6×強化芯180g×K6,1段8箱×7段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-199
MA120-200,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×7段］（604×214×218mm）8mm W/F C5×C5,宅配120サイズ,604×214×218mm,120cm,8mm W/F,C5×C5,1段8箱×7段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-200
MA120-201,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（614×224×208mm）3mm B/F C5×C5,宅配120サイズ,614×224×208mm,120cm,3mm B/F,C5×C5,1段8箱×8段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-201
MA120-202,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（610×220×200mm）5mm A/F K5×K5,宅配120サイズ,610×220×200mm,120cm,5mm A/F,K5×K5,1段8箱×8段,"3 円",https://www.notosiki.co.jp/item/detail?num=MA120-202
MAS120-081,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（610×220×200mm）5mm A/F 白C5×C5,宅配120サイズ,610×220×200mm,120cm,5mm A/F,C5×C5,1段8箱×8段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-081
MAS120-082,【宅配120サイズ】1100×1100パレットぴったりサイズダンボール箱［1段8箱×8段］（614×224×208mm）3mm B/F 白C5×C5,宅配120サイズ,614×224×208mm,120cm,3mm B/F,C5×C5,1段8箱×8段,"3 円",https://www.notosiki.co.jp/item/detail?num=MAS120-082
